iperm,date_announce
22032,16 Jun 1999
22032,26 Jul 1999
22032,5 Nov 1999
22032,18 Apr 2000
22032,5 Sep 2000
22032,24 Oct 2000
22032,21 Aug 2001
22032,9 Jan 2002
22032,29 May 2002
22032,30 May 2002
22032,2 Dec 2002
22032,16 Jan 2003
22032,12 Mar 2003
22032,17 Mar 2003
22032,15 Jul 2003
22032,19 Aug 2003
22032,6 Oct 2004
22032,11 Jan 2005
22032,13 Jan 2005
22032,19 Sep 2005
22059,2 Jul 1982
22059,3 Dec 1992
22066,21 Mar 1984
22066,15 Nov 1989
22066,24 Aug 1990
22066,19 Jun 1991
22066,19 Jun 1991
22066,6 Nov 1992
22066,29 Dec 1994
22066,18 Sep 1996
22066,5 Mar 1997
22066,28 Aug 1998
22066,2 Sep 1998
22066,12 Apr 1999
22066,21 Jun 1999
22066,8 Oct 2001
22066,29 Apr 2002
22074,17 Jun 1983
22074,26 Sep 1986
22075,15 Oct 1982
22075,11 Feb 1983
22075,6 Apr 1983
22075,30 Sep 1983
22075,6 Aug 1990
22075,10 Oct 1990
22075,9 Mar 1992
22075,7 Feb 1995
22075,19 Jan 1996
22082,2 Jul 1996
22082,9 Aug 1996
22082,9 Aug 1996
22082,13 Nov 1996
22091,13 Sep 1989
22091,25 Nov 1991
22103,30 Oct 1981
22103,14 Jan 1983
22103,11 Mar 1983
22103,14 Jul 1983
22103,13 Jan 1984
22103,24 Jul 1984
22103,31 Dec 1984
22103,18 Mar 1985
22103,27 Oct 1986
22103,12 Nov 1986
22103,23 Dec 1986
22103,30 Dec 1986
22103,4 Mar 1988
22103,31 Aug 1988
22103,12 Dec 1989
22103,27 Mar 1990
22103,20 Dec 1990
22103,31 Jul 1991
22103,5 Nov 1991
22103,4 Aug 1992
22103,22 May 1995
22103,8 May 1996
22103,2 Jul 1996
22103,12 Nov 1996
22103,5 Aug 1997
22103,14 Aug 1997
22103,17 Oct 1997
22103,16 Jan 1998
22103,5 Apr 1998
22103,23 Apr 1998
22103,26 May 1998
22103,1 Jun 1998
22103,1 Jun 1998
22103,1 Jun 1998
22103,26 Jun 1998
22103,26 Jun 1998
22103,3 Aug 1998
22103,3 Aug 1998
22103,22 Dec 1998
22103,1 Jan 1999
22103,2 Feb 1999
22103,13 May 1999
22103,29 Jul 1999
22103,14 Dec 1999
22103,25 Feb 2000
22103,6 Nov 2001
22103,25 Aug 2003
22103,22 Sep 2005
22111,3 May 1982
22111,12 May 1982
22111,16 Apr 1984
22111,13 Aug 1985
22111,9 Apr 1986
22111,28 Aug 1986
22111,16 Dec 1986
22111,18 Dec 1986
22111,30 Dec 1986
22111,21 Jan 1987
22111,16 Feb 1988
22111,13 Jun 1988
22111,26 Dec 1991
22111,31 Mar 1992
22111,29 Apr 1993
22111,22 Aug 1994
22111,6 Sep 1994
22111,17 Oct 1994
22111,4 Jan 1995
22111,26 Apr 1995
22111,29 Aug 1995
22111,19 Oct 1995
22111,8 Jul 1996
22111,7 Oct 1996
22111,21 Nov 1996
22111,11 Feb 1997
22111,22 May 1997
22111,4 Aug 1997
22111,14 Oct 1997
22111,24 Jun 1998
22111,21 Jul 1998
22111,5 Oct 1998
22111,17 Dec 1998
22111,21 Jul 1999
22111,9 Nov 1999
22111,26 Jan 2001
22111,2 Mar 2001
22111,27 Mar 2001
22111,23 May 2001
22111,13 Feb 2002
22111,14 Nov 2002
22111,16 Jan 2003
22111,10 Feb 2003
22111,18 May 2004
22111,15 Dec 2004
22111,4 Mar 2005
22111,9 Mar 2005
22111,16 Dec 2005
22170,7 Mar 1983
22170,24 Sep 1986
22170,26 Jan 1987
22171,7 Apr 1989
22171,31 Aug 1990
22171,22 Feb 1991
22171,26 Jul 1991
22171,30 Aug 1991
22198,5 Nov 1998
22198,6 Oct 1999
22218,4 Nov 1983
22234,2 Dec 1985
22234,5 Jan 1987
22234,17 Mar 1987
22234,21 Oct 1988
22250,13 Jan 1986
22250,17 Mar 1986
22250,5 Jan 1987
22250,10 Jul 1987
22250,1 Dec 1988
22250,2 Feb 1989
22250,16 Oct 1996
22250,5 Nov 1998
22250,29 Dec 1998
22250,25 Mar 1999
22250,18 Aug 1999
22250,31 May 2001
22250,25 Jun 2004
22250,28 Oct 2005
22250,1 Nov 2005
22270,23 Jul 1982
22270,15 Nov 1984
22270,8 Feb 1988
22270,8 Feb 1988
22277,27 Jun 1983
22277,16 Apr 1984
22277,7 Feb 1986
22277,18 Jul 1986
22293,31 Dec 1989
22293,28 Mar 1991
22293,25 Apr 1991
22293,13 Nov 1991
22293,4 Jun 1992
22293,19 Jan 1993
22293,29 Apr 1993
22293,23 Jun 1993
22293,28 Jun 1993
22293,15 Dec 1993
22293,10 Feb 1994
22293,29 Apr 1994
22293,4 May 1994
22293,1 Jun 1994
22293,9 Sep 1994
22293,22 Feb 1995
22293,17 Jan 1996
22293,17 Jan 1996
22293,27 Mar 1997
22293,30 Apr 1998
22293,28 May 1998
22293,15 Feb 1999
22293,14 Nov 1999
22293,21 Dec 1999
22293,14 Feb 2000
22293,24 Apr 2000
22293,22 May 2000
22293,26 Jun 2000
22293,23 Jan 2001
22293,13 Jun 2001
22373,14 Dec 1981
22373,25 Jun 1984
22373,2 Oct 1985
22373,6 Oct 1986
22373,18 May 1989
22373,5 Sep 1990
22373,30 Mar 1992
22373,6 Mar 1995
22374,17 May 2004
22430,22 Feb 1995
22430,23 Jan 1996
22430,16 Jan 1997
22430,5 Aug 1998
22430,3 Dec 1999
22437,27 Sep 2000
22437,26 Jan 2001
22437,25 Jul 2002
22461,20 Jun 1979
22461,30 Oct 1987
22497,21 Oct 1987
22509,6 Aug 1982
22509,1 Apr 1985
22509,21 Aug 1985
22509,16 Sep 1985
22509,7 Jan 1986
22509,20 Aug 1986
22509,5 May 1987
22509,17 Sep 1987
22509,19 Aug 1988
22509,19 Jan 1989
22509,21 Sep 1989
22509,15 Nov 1993
22509,3 Feb 1994
22509,3 Feb 1994
22509,20 Oct 1994
22509,15 Dec 1994
22509,20 Apr 1995
22509,19 Oct 1995
22509,1 Dec 1995
22509,12 Dec 1995
22509,19 Dec 1995
22509,18 Jul 1996
22509,8 Oct 1997
22509,10 Dec 1997
22509,16 Apr 1998
22509,3 Jun 1998
22509,2 Jun 1999
22509,22 Jun 1999
22509,14 Feb 2000
22509,12 Sep 2000
22509,4 May 2005
22509,13 Dec 2005
22518,30 Jun 1994
22541,7 Jan 1999
22541,22 Dec 1999
22541,30 Aug 2000
22568,7 Jan 1981
22568,13 Jan 1981
22568,30 Nov 1981
22568,4 Nov 1982
22568,3 May 1983
22568,18 Oct 1983
22568,19 Dec 1984
22569,11 Jun 1990
22569,6 Jun 1991
22569,29 Jul 1991
22569,23 Mar 1993
22569,16 Jun 1999
22585,22 May 1985
22585,31 Jul 2001
22585,22 Dec 2003
22592,18 Jun 2002
22592,20 Aug 2002
22592,12 Nov 2002
22592,4 Apr 2003
22592,10 Nov 2003
22592,5 Jan 2004
22592,2 Aug 2004
22592,8 Nov 2004
22592,12 May 2005
22592,25 Jul 2005
22592,15 Dec 2005
22593,2 Oct 1997
22593,6 Aug 1998
22593,16 Sep 1998
22593,18 Aug 2000
22593,12 Sep 2000
22605,5 Mar 1984
22605,8 May 1985
22605,24 Oct 1985
22613,27 May 1998
22648,16 Sep 1981
22648,29 Jul 1982
22648,29 Jul 1982
22665,16 Sep 1982
22665,30 Apr 1984
22673,26 Mar 1981
22673,8 May 1989
22680,26 Jul 1999
22680,26 Jul 1999
22680,26 Jul 1999
22680,9 Sep 1999
22680,9 Sep 1999
22680,7 Feb 2000
22681,31 Oct 1989
22681,20 Aug 1990
22681,2 Nov 1990
22681,13 Dec 1990
22681,11 Mar 1991
22681,21 Mar 1991
22681,19 Apr 1991
22681,16 Dec 1992
22681,30 Dec 1992
22681,15 Jun 1993
22681,30 Jul 1993
22681,1 Dec 1993
22681,16 Dec 1993
22681,18 May 1994
22681,19 Dec 1994
22699,24 Nov 1986
22702,19 Apr 1984
22737,14 May 1984
22752,25 Jul 1984
22752,6 Aug 1985
22752,22 Jul 1986
22752,30 Sep 1986
22752,29 Oct 1986
22752,28 Jul 1987
22752,28 Feb 1989
22752,26 Feb 1991
22752,11 Jan 1993
22752,28 Jul 1993
22752,15 Sep 1993
22752,22 Nov 1994
22752,29 Nov 1995
22752,25 Feb 1997
22752,28 Jul 1998
22752,2 Aug 1999
22752,22 Feb 2000
22752,4 May 2000
22752,11 May 2001
22752,9 May 2002
22752,23 Jul 2002
22752,23 Feb 2004
22752,20 Oct 2004
22753,11 Oct 1982
22753,23 May 1983
22753,29 Jan 1998
22753,9 Mar 1999
22753,15 Jul 1999
22753,15 Nov 1999
22753,10 Jul 2001
22753,26 Aug 2002
22753,13 Sep 2002
22753,16 Sep 2002
22753,19 May 2005
22760,15 Aug 1985
22760,21 Oct 1987
22779,10 Dec 1981
22779,17 Oct 1984
22779,26 Oct 1987
22779,18 Jan 1988
22779,11 May 1990
22779,20 Dec 1991
22779,20 Aug 1992
22779,5 Mar 1993
22779,15 Mar 1993
22779,9 Aug 1993
22779,20 Sep 1993
22779,20 Sep 1993
22779,20 Sep 1993
22779,22 Oct 1993
22779,11 Nov 1993
22779,20 May 1994
22779,24 May 1994
22779,6 Jul 1994
22779,23 Sep 1994
22779,2 Jun 1995
22779,9 Aug 1995
22779,9 Aug 1995
22779,14 Sep 1995
22779,14 Dec 1995
22779,8 Mar 1996
22779,10 Sep 1996
22779,16 Sep 1996
22779,21 Jan 1997
22779,10 Feb 1997
22779,3 Nov 1997
22779,18 Mar 1998
22779,21 May 1998
22779,15 Jun 1998
22779,14 Jul 1998
22779,19 Oct 1998
22779,21 Dec 1998
22779,2 Jun 1999
22779,29 Jun 1999
22779,19 Aug 1999
22779,15 Sep 1999
22779,29 Oct 1999
22779,14 Dec 1999
22779,22 Feb 2000
22779,27 Mar 2000
22779,29 Mar 2000
22779,5 Jun 2000
22779,7 Jul 2000
22779,19 Jul 2000
22779,29 Aug 2000
22779,24 Oct 2000
22779,7 Nov 2000
22779,22 Dec 2000
22779,21 Feb 2001
22779,4 Jun 2001
22779,19 Jun 2001
22779,30 Jul 2001
22779,19 Nov 2001
22779,25 Jun 2002
22779,16 Sep 2002
22779,13 Jan 2003
22779,3 Feb 2003
22779,15 Apr 2003
22779,19 May 2003
22779,10 Nov 2003
22779,30 Mar 2004
22779,16 Jun 2004
22779,4 Nov 2004
22779,16 Nov 2004
22779,18 Jan 2005
22779,4 Apr 2005
22779,18 May 2005
22809,29 Mar 1985
22817,3 Dec 1982
22817,13 Jan 1983
22817,6 Apr 1984
22825,15 Nov 1995
22825,6 May 1996
22825,17 Mar 1998
22825,9 Jun 1999
22825,31 May 2001
22825,23 Jul 2003
22825,23 Jul 2003
22825,1 Aug 2005
22840,5 Apr 1985
22840,29 Jul 1985
22840,10 Apr 1986
22840,22 Sep 1986
22840,5 Dec 1986
22840,30 Dec 1986
22840,6 Apr 1987
22840,30 Sep 1987
22840,9 Dec 1987
22840,8 Feb 1988
22840,29 Feb 1988
22840,6 Jun 1988
22840,8 Jun 1988
22840,5 Dec 1988
22840,8 Feb 1989
22840,13 Feb 1989
22840,7 May 1990
22840,25 Oct 1990
22840,8 Aug 1991
22840,5 Nov 1991
22840,5 Nov 1991
22840,24 Feb 1993
22840,25 Feb 1993
22840,10 May 1993
22840,14 Oct 1994
22840,31 Oct 1994
22840,16 Dec 1994
22840,26 Oct 1995
22840,10 Jun 1996
22840,22 Jul 1996
22840,31 Oct 1996
22840,15 Sep 1997
22840,30 Oct 1997
22840,4 Mar 1998
22840,9 Jun 1998
22840,10 Aug 1998
22840,7 Sep 1998
22840,8 Jun 1999
22840,22 Jun 1999
22840,1 Jul 1999
22840,30 Aug 1999
22840,6 Dec 1999
22840,31 Jan 2000
22840,21 Sep 2000
22840,24 Jan 2001
22840,2 Jul 2001
22840,15 Oct 2001
22840,31 May 2002
22840,3 Jul 2005
22859,20 Jun 1988
22859,4 Feb 2000
22867,17 Feb 1981
22867,8 Mar 1984
22867,19 Mar 1984
22867,10 Apr 1984
22867,8 Nov 1984
22867,6 Dec 1984
22867,28 Dec 1984
22867,24 Oct 1985
22867,12 Nov 1986
22867,27 May 1992
22867,27 May 1992
22891,22 Jan 1992
22891,15 Apr 1997
22892,8 Apr 1983
22905,1 Feb 1983
22905,30 Jan 1989
22905,13 Nov 1989
22905,18 Jun 1991
22905,17 May 1993
22905,13 May 1994
22905,20 Jun 1994
22905,10 Apr 1996
22905,7 Jun 1996
22905,23 May 1997
22905,23 Feb 1998
22905,16 Nov 1998
22905,24 Feb 1999
22905,26 Apr 2000
22905,5 Mar 2002
22905,1 Jan 2004
22912,5 Aug 1981
22912,3 Sep 1981
22912,5 Sep 1981
22912,27 Nov 1981
22912,24 Sep 1982
22912,4 Apr 1983
22921,11 Feb 1986
22921,29 Oct 1987
22921,21 Oct 1994
22921,11 Mar 1997
22921,8 Apr 1997
22921,26 Oct 1998
22921,1 Feb 2001
22921,6 Apr 2005
22947,11 Dec 1992
22956,16 Jun 1993
23026,5 Jun 1998
23026,6 Nov 1998
23026,17 Nov 1998
23026,5 Jan 1999
23026,5 Jan 1999
23026,5 Jan 1999
23026,31 Aug 1999
23026,5 Nov 1999
23026,3 Dec 1999
23026,8 Aug 2000
23027,23 Jul 1985
23027,13 Mar 1991
23034,30 Oct 1990
23034,6 Oct 1994
23034,3 Feb 1995
23034,3 Feb 1995
23034,4 Sep 1997
23034,17 Oct 1997
23034,21 Oct 1997
23034,21 Oct 1997
23034,21 Apr 1998
23035,13 Apr 1994
23035,2 May 1996
23035,15 Aug 1997
23035,3 Jun 1999
23042,18 Jul 2002
23042,3 Feb 2003
23042,21 Sep 2005
23051,3 Aug 1987
23051,3 Aug 1987
23077,27 Sep 1983
23077,10 Apr 1985
23077,11 Sep 1985
23077,18 Dec 1985
23077,6 Aug 1986
23077,10 Sep 1986
23077,30 Dec 1986
23077,14 Jan 1987
23077,29 May 1987
23077,8 Sep 1988
23077,28 Sep 1988
23077,8 Nov 1989
23077,31 Aug 1990
23077,15 Mar 1991
23077,18 Jul 1991
23077,5 Aug 1991
23077,9 Oct 1991
23077,9 Jun 1993
23077,16 Mar 1994
23077,14 Apr 1994
23077,13 Sep 1994
23077,17 Oct 1994
23077,6 Feb 1995
23077,2 Oct 1995
23077,15 Feb 1996
23077,28 Mar 1996
23077,10 Jul 1996
23077,16 Jun 1998
23077,2 Jun 1999
23077,9 Jun 1999
23077,27 Sep 1999
23077,19 Oct 1999
23077,28 Feb 2000
23077,29 Jan 2001
23077,1 Mar 2001
23077,1 Mar 2001
23077,6 Jun 2001
23077,2 Aug 2001
23077,22 Aug 2001
23077,1 Feb 2002
23077,22 Mar 2005
23077,19 Jul 2005
23107,22 Oct 1987
23182,13 May 1981
23182,4 Jun 1991
23182,10 Jan 1997
23182,30 Jan 1998
23182,9 Apr 1998
23182,18 Jul 2001
23182,24 Jul 2001
23182,24 Jul 2001
23229,21 Oct 1987
23229,27 Oct 1988
23229,3 Jan 1989
23229,3 Jul 1989
23229,17 Oct 1989
23229,26 Oct 1990
23229,24 Jul 1997
23229,3 Aug 1998
23229,26 Oct 1998
23229,2 Nov 1998
23229,14 Dec 1998
23229,6 Jan 2000
23238,27 Apr 1982
23238,18 Feb 1985
23238,11 Mar 1987
23246,24 Oct 1984
23246,4 Jan 1985
23246,15 Oct 1985
23246,23 Dec 1985
23246,11 Aug 1986
23246,2 Oct 1986
23246,11 Nov 1986
23246,11 Nov 1986
23246,14 Jan 1987
23246,13 Aug 1987
23297,30 Jun 1993
23297,24 Jan 1994
23297,5 May 1994
23297,20 Jul 1995
23297,28 Jan 1997
23297,27 Jan 1998
23297,2 Sep 1999
23297,28 Feb 2000
23297,20 Nov 2000
23297,15 Aug 2001
23297,6 Sep 2001
23309,3 May 1984
23309,26 Nov 1986
23309,21 Jul 1987
23309,19 Oct 1987
23309,21 Sep 1990
23309,31 May 1991
23309,18 Jul 1991
23309,19 Aug 1991
23309,13 May 1992
23309,1 Feb 1993
23309,26 Jan 1996
23309,6 Jun 1996
23309,23 Aug 1996
23309,10 Sep 1996
23309,23 Sep 1996
23309,14 Oct 1996
23309,27 Jan 1997
23309,31 Jan 1997
23309,20 Feb 1997
23309,13 Jun 1997
23309,9 Oct 1997
23309,9 Oct 1997
23309,18 Dec 1997
23309,8 Jan 1998
23309,8 Jan 1998
23309,4 Mar 1998
23309,16 Mar 1998
23309,2 Jun 1998
23309,29 Jun 1998
23309,29 Jul 1998
23309,29 Dec 1998
23309,9 Feb 1999
23309,9 Mar 1999
23309,21 Apr 1999
23309,7 Sep 1999
23309,10 Oct 2000
23309,23 Apr 2002
23309,3 Mar 2005
23317,20 Oct 1986
23317,20 Oct 1986
23317,2 Dec 1987
23317,12 May 1988
23317,12 Jan 1989
23317,24 Oct 1989
23317,19 Jul 1996
23317,6 Jan 1997
23317,14 May 1997
23317,15 Jul 1997
23317,17 Nov 1997
23317,18 Nov 1997
23317,6 Jan 1998
23317,26 Nov 1999
23317,14 Apr 2000
23317,27 Oct 2000
23318,22 Jul 1991
23318,14 Oct 1991
23318,5 Oct 1992
23318,5 Oct 1992
23318,15 Jun 1993
23318,30 Nov 1993
23318,30 Nov 1993
23318,4 Aug 1994
23318,10 Nov 1994
23318,21 Nov 1994
23318,20 Mar 1995
23318,25 May 1995
23318,27 Sep 1996
23318,9 Oct 1997
23318,9 Mar 1999
23318,2 Nov 1999
23318,8 Jun 2000
23318,14 Aug 2000
23318,14 Mar 2001
23318,7 Jan 2002
23318,6 Jul 2004
23318,31 Aug 2004
23325,28 May 1981
23325,28 Jun 1983
23326,16 Nov 1989
23326,18 Nov 1992
23326,17 Aug 1994
23326,19 Sep 1995
23326,16 Jan 1997
23326,28 May 1997
23326,18 Jun 1998
23326,16 Dec 1998
23326,20 Jul 2000
23326,26 Jan 2001
23326,5 Oct 2001
23326,8 Nov 2002
23334,17 Nov 1983
23334,30 Apr 1984
23341,1 Nov 1982
23341,3 Jan 1983
23341,7 Jan 1983
23341,2 Jun 1983
23341,18 Apr 1984
23341,30 May 1985
23341,16 Jan 1986
23341,31 Mar 1986
23341,23 Jun 1986
23341,30 Dec 1986
23341,1 May 1987
23341,8 Sep 1987
23341,29 Jun 1988
23341,5 Jun 1989
23341,21 Aug 1990
23341,15 Dec 1992
23341,30 Jun 1993
23393,29 Feb 1984
23393,3 Jan 1985
23393,16 Feb 1987
23393,19 Jan 1989
23393,13 Apr 1989
23393,25 Oct 1990
23393,28 Jan 1991
23393,12 Apr 1994
23393,11 Nov 1999
23393,11 Nov 1999
23393,14 Jun 2000
23393,2 Apr 2001
23393,10 Sep 2003
23393,6 May 2004
23393,14 Sep 2005
23421,29 Apr 1982
23421,2 Feb 1983
23421,7 May 1984
23421,23 Sep 1986
23421,21 Oct 1987
23448,1 Nov 1985
23448,14 Nov 1994
23473,4 Apr 1983
23473,2 Jan 1991
23473,22 Dec 1995
23473,25 Nov 1996
23473,24 Aug 1998
23473,9 Feb 1999
23473,19 Aug 2005
23481,18 Mar 1985
23481,18 Dec 1987
23481,14 Mar 1990
23499,26 Aug 1981
23499,23 Feb 1988
23499,6 Mar 1991
23499,29 Sep 1994
23499,26 Mar 1996
23499,3 Dec 1997
23499,25 Aug 1998
23499,29 Jan 1999
23529,17 Jan 1982
23529,2 Nov 1984
23529,1 Mar 1989
23536,11 May 1993
23536,1 May 1995
23536,23 Jan 1997
23536,28 Jun 1999
23536,2 Mar 2004
23537,10 Nov 1987
23537,5 Jan 1998
23537,22 Apr 1998
23537,1 Feb 2005
23544,1 Aug 1986
23544,29 Jan 1993
23544,26 Aug 1997
23544,5 Aug 1998
23544,12 Oct 1998
23544,9 Jul 1999
23544,9 Jul 1999
23544,13 Jul 1999
23544,1 Oct 1999
23544,18 Oct 1999
23544,29 Oct 1999
23545,16 Nov 1987
23552,27 Jul 1988
23552,7 Feb 1989
23552,10 Jul 1990
23552,31 Oct 1995
23552,3 Sep 1996
23552,3 Sep 1996
23552,29 Jul 1997
23552,25 Aug 1998
23552,17 Mar 1999
23552,2 Nov 2004
23552,7 Mar 2005
23579,22 Jun 1981
23579,27 Mar 1984
23579,30 Nov 1984
23579,5 Aug 1986
23579,16 Dec 1987
23579,7 Jun 1989
23579,3 Apr 1990
23579,13 Dec 1990
23579,20 Jan 1992
23579,31 Mar 1993
23579,12 May 1994
23579,29 Jul 1994
23579,22 Feb 1995
23579,19 Jul 1995
23579,5 Sep 1995
23579,12 Sep 1995
23579,5 Feb 1996
23579,20 Sep 1996
23579,25 Sep 1996
23579,1 Jul 1997
23579,28 Jul 1997
23579,6 May 1998
23579,11 Aug 1998
23579,17 Aug 1998
23579,14 Jan 1999
23579,7 Apr 1999
23579,8 Apr 1999
23579,24 Jun 1999
23579,24 Jun 1999
23579,23 Aug 1999
23579,7 Oct 1999
23579,7 Oct 1999
23579,2 Nov 1999
23579,16 Dec 1999
23579,23 Feb 2000
23579,6 Dec 2000
23579,18 Jul 2001
23579,7 Aug 2001
23588,2 Jul 1986
23588,12 Nov 1986
23588,6 Apr 1990
23588,13 Jan 1993
23588,12 Nov 1993
23588,20 Jul 1994
23588,25 Apr 1995
23596,27 Dec 1999
23596,12 Oct 2001
23624,29 Sep 1982
23624,29 Feb 1984
23660,2 Feb 1983
23660,8 Jan 1988
23660,1 May 1989
23660,21 Nov 1990
23660,10 Dec 1990
23660,11 Mar 1991
23660,26 Aug 1991
23660,3 Mar 1992
23660,28 May 1992
23660,2 Jun 1992
23660,30 Oct 1992
23660,1 Nov 1993
23660,12 Nov 1993
23660,11 Apr 1994
23660,20 Jul 1994
23660,4 Oct 1994
23660,24 Feb 1997
23660,6 Mar 1997
23660,7 Jan 1998
23660,5 Mar 1998
23660,25 Mar 1998
23660,11 Jan 1999
23660,4 Mar 2002
23660,18 Mar 2002
23660,2 May 2005
23705,5 Jul 1983
23705,5 Jul 1983
23705,5 Oct 1983
23705,13 Dec 1983
23705,15 Mar 1984
23705,15 Mar 1984
23705,20 Jun 1984
23705,28 Dec 1984
23705,20 Feb 1985
23705,17 Sep 1985
23705,20 May 1986
23705,5 Jun 1986
23705,27 Jun 1986
23705,29 Jun 1987
23705,10 Jul 1989
23705,20 Oct 1989
23712,15 Sep 1989
23712,16 Jul 1996
23712,13 Jan 1998
23712,15 Sep 1998
23712,16 Feb 1999
23712,9 Mar 2001
23712,23 Aug 2004
23720,17 Aug 1995
23720,10 Jun 1997
23720,15 Oct 1998
23720,11 Jun 1999
23756,22 Apr 1985
23756,13 May 1985
23756,18 Dec 1985
23799,9 Sep 1987
23799,14 Oct 1987
23799,21 Feb 1992
23799,15 Nov 1994
23799,9 Dec 1994
23799,15 Aug 1997
23799,15 Sep 1998
23799,26 Nov 2001
23799,12 Nov 2002
23799,10 Mar 2003
23819,25 Jun 1984
23819,21 Nov 1985
23819,29 May 1987
23819,10 Nov 1987
23819,16 Dec 1987
23819,16 Dec 1987
23819,25 Feb 1988
23819,19 May 1989
23819,17 Oct 1989
23819,11 Dec 1992
23819,1 Jul 1996
23819,10 Jun 1997
23819,26 Feb 1998
23819,26 Apr 2000
23819,1 May 2001
23827,10 Feb 1995
23827,21 May 1997
23827,6 Nov 1997
23827,10 Jul 1999
23835,1 May 1992
23835,1 Jul 1997
23835,1 Jul 1997
23835,5 Mar 1998
23835,2 Apr 1998
23835,20 Apr 1998
23835,6 Jul 1998
23835,6 Jul 1998
23835,1 Sep 1999
23835,2 Nov 1999
23835,19 Jan 2000
23835,25 Jan 2000
23835,28 Jan 2000
23835,30 Jun 2000
23835,29 Aug 2000
23835,29 Aug 2000
23835,29 Aug 2000
23835,29 Aug 2000
23835,5 Jan 2001
23835,5 Jan 2001
23835,19 Sep 2001
23835,28 Sep 2001
23835,19 Apr 2002
23835,6 Jun 2002
23835,1 Oct 2002
23835,11 Jul 2003
23835,6 Feb 2004
23835,6 Feb 2004
23835,3 May 2004
23835,1 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,9 Jun 2005
23835,10 Jun 2005
23835,17 Jun 2005
23835,3 Oct 2005
23835,3 Oct 2005
23835,3 Oct 2005
23851,13 Jan 1993
23851,13 Jun 1994
23851,17 Sep 1997
23895,4 Aug 1981
23915,12 Mar 1981
23915,9 Sep 1983
23915,2 Mar 1984
23915,30 Apr 1984
23915,30 Apr 1984
23915,18 Jul 1984
23915,8 Feb 1985
23915,31 Jul 1985
23915,26 Aug 1985
23915,5 May 1987
23915,6 Aug 1987
23915,27 Aug 1987
23915,7 Mar 1988
23915,29 Mar 1988
23915,20 Jun 1988
23915,30 Oct 1989
23915,2 Nov 1990
23915,25 Jun 1992
23915,6 Aug 1993
23915,7 Jan 1994
23915,2 Mar 1995
23915,1 Aug 1995
23915,26 Dec 1995
23915,27 Mar 1998
23915,19 Feb 1999
23915,10 May 1999
23915,17 Jul 2000
23915,12 Jan 2001
23915,22 Jan 2001
23915,13 Jun 2001
23915,6 Aug 2002
23915,27 May 2003
23915,12 Apr 2004
23915,5 May 2004
23916,17 Nov 1989
23916,3 May 1995
23916,20 Mar 1997
23916,1 Sep 1997
23916,10 Sep 1998
23916,4 Jun 1999
23916,29 Jul 1999
23916,22 Sep 1999
23916,31 Oct 2000
23916,19 Nov 2001
23916,30 Jul 2002
23916,31 Jan 2003
23931,15 Feb 2002
23967,9 Oct 1989
23975,26 Oct 1987
23975,25 Jul 1989
23975,1 Apr 1991
23975,7 Dec 1992
23975,6 Jan 1993
23975,14 May 1993
23975,3 Aug 1994
23975,5 Sep 1995
23975,24 Sep 1996
23975,23 Feb 1998
23975,13 Sep 1999
23975,14 May 2001
23975,16 Aug 2002
23975,16 Aug 2004
23975,17 Jun 2005
23975,19 Oct 2005
23990,8 Aug 1983
23990,7 Sep 1983
23990,9 Sep 1983
23990,20 Jul 1984
23990,1 Oct 1984
23990,8 Oct 1984
23990,19 May 1987
23990,16 Feb 1990
23990,26 Jul 1990
23990,28 Oct 1991
23990,18 Nov 1991
23990,12 Mar 1992
23990,17 Nov 1993
23990,1 Feb 1994
23990,4 Dec 1995
23990,18 Oct 1996
23990,24 Oct 1997
23990,27 Jul 1998
23990,18 Dec 1998
23990,13 Jan 1999
23990,18 Jan 1999
23990,19 Jan 2000
23990,20 Jan 2000
23990,2 Nov 2001
23990,7 Dec 2004
23991,28 Aug 1986
24002,30 Jul 1998
24002,11 May 1999
24002,10 Jun 1999
24010,4 Sep 1996
24010,22 Nov 1996
24010,19 Nov 1998
24010,30 Jul 1999
24010,14 Feb 2000
24010,31 Jul 2000
24010,7 Sep 2000
24010,9 Nov 2000
24010,5 May 2003
24010,2 Aug 2004
24045,14 Sep 1982
24045,5 Oct 1983
24045,26 Jan 1984
24045,26 Mar 1984
24045,26 Mar 1984
24045,11 May 1987
24045,9 Dec 1987
24045,9 Dec 1987
24046,6 Jul 1984
24046,10 Jun 1986
24046,28 Oct 1987
24046,26 Sep 1988
24046,6 Feb 1989
24046,27 Jun 1989
24046,8 Apr 1991
24046,27 Jan 1992
24046,29 Jan 1992
24046,5 Feb 1992
24046,30 Mar 1992
24046,13 Oct 1992
24046,1 Mar 1993
24046,12 Apr 1993
24046,3 Aug 1993
24046,18 Oct 1993
24046,27 Oct 1993
24046,28 Dec 1993
24046,12 Sep 1994
24046,20 Oct 1994
24046,19 Dec 1994
24046,24 May 1995
24046,30 Jun 1995
24046,16 Feb 1996
24046,5 Mar 1996
24046,20 Mar 1996
24046,8 Apr 1996
24046,9 Apr 1996
24046,12 Apr 1996
24046,9 May 1996
24046,15 May 1996
24046,3 Jun 1996
24046,3 Oct 1996
24046,4 Nov 1996
