iperm,date_announce
75857,18 Dec 1997
75857,12 May 1998
75857,6 Jan 1999
75857,13 Apr 1999
75857,21 Apr 1999
75857,20 May 1999
75857,13 Sep 1999
75857,28 Feb 2000
75857,4 Apr 2000
75857,23 Jan 2001
75857,29 May 2001
75857,21 Aug 2001
75857,17 Sep 2001
75857,25 Sep 2001
75857,7 Dec 2001
75857,28 Mar 2002
75857,11 Jun 2002
75857,7 Jan 2003
75857,20 Jun 2005
75857,27 Jul 2005
75857,1 Nov 2005
75858,25 Nov 1996
75858,27 Apr 2004
75858,17 Aug 2004
75858,25 Jan 2005
75858,25 Oct 2005
75859,8 Feb 1998
75859,21 Apr 1999
75859,16 Oct 2003
75860,27 Aug 2002
75860,16 Oct 2002
75861,27 Dec 1990
75861,30 Jan 1991
75861,15 Sep 1997
75861,23 Mar 1999
75861,9 Jul 1999
75861,16 Jul 1999
75861,29 Feb 2000
75861,27 Sep 2001
75865,15 Mar 1990
75865,10 May 1990
75865,28 Jun 1990
75865,31 Dec 1991
75865,13 Mar 1992
75865,3 Aug 1992
75865,5 Jan 1993
75865,25 Jun 1993
75865,29 Dec 1994
75866,28 Jul 1993
75866,24 Apr 1996
75869,18 Jan 1990
75870,27 Jul 1992
75870,17 May 1995
75870,29 Oct 1996
75870,14 Nov 1996
75870,3 Mar 1997
75873,21 Jul 1992
75873,14 Oct 1994
75873,9 Oct 1995
75873,2 Nov 1995
75873,15 Apr 1996
75873,31 Mar 1997
75873,30 Apr 1997
75877,15 Mar 1990
75877,18 Nov 1996
75877,4 Mar 1998
75878,18 Sep 1989
75878,14 Jun 1990
75878,27 Jun 1990
75878,18 Apr 1991
75878,5 Nov 1991
75878,22 Jan 1992
75878,7 May 1992
75878,27 May 1992
75878,6 Oct 1992
75878,20 Oct 1992
75878,6 Jan 1993
75878,3 Feb 1993
75878,1 Apr 1993
75878,21 Jul 1993
75878,14 Oct 1993
75878,2 Mar 1994
75878,23 Jun 1994
75878,1 Jul 1994
75878,25 Oct 1994
75878,15 Dec 1997
75880,13 May 1992
75880,7 Jun 1994
75880,14 Jul 1994
75880,29 Feb 1996
75880,7 Aug 1996
75880,6 Jul 1998
75881,16 Oct 1989
75881,7 Feb 1991
75881,9 May 1991
75881,8 Jul 1993
75881,20 Apr 1994
75881,12 Apr 1995
75881,19 Jul 1995
75881,15 Aug 1995
75881,19 Dec 1995
75881,30 May 1996
75881,23 Apr 1997
75881,23 Apr 1997
75881,6 May 1997
75881,13 Nov 1997
75881,24 Mar 1998
75881,15 Apr 1998
75881,29 Sep 1998
75881,21 Dec 1999
75881,12 Feb 2002
75881,12 Jul 2005
75883,6 Jan 1997
75886,1 Oct 1991
75886,16 Jun 1992
75886,10 Aug 1992
75886,3 Aug 1993
75886,16 Nov 1994
75886,16 Nov 1994
75886,14 Dec 1994
75886,10 Jan 1995
75886,20 Dec 1995
75888,31 May 1989
75888,30 Mar 1990
75888,1 May 1990
75888,8 May 1990
75888,8 Oct 1990
75888,1 Nov 1991
75888,1 Feb 1992
75888,31 Mar 1993
75888,21 Jun 1993
75888,19 Jul 1993
75888,3 Nov 1994
75888,14 Jul 1995
75888,11 Mar 1998
75888,31 Jan 2003
75888,22 Jul 2004
75892,4 Jan 1995
75892,10 Nov 1997
75894,30 Oct 1989
75894,6 Mar 1990
75894,2 May 1990
75894,7 May 1990
75894,11 Jun 1990
75894,31 Jul 1990
75894,15 Feb 1991
75894,27 Mar 1991
75894,27 Mar 1991
75894,14 Nov 1994
75894,21 Dec 1995
75894,27 Mar 1996
75897,22 May 2003
75897,3 Oct 2003
75897,27 May 2004
75897,18 Apr 2005
75897,4 Aug 2005
75900,10 May 1990
75900,6 Sep 1990
75900,9 Jan 1991
75900,2 Jun 1993
75900,5 Jan 1994
75900,9 Nov 1994
75900,3 Feb 1998
75900,9 Dec 1999
75900,10 Dec 1999
75900,31 Jan 2002
75900,12 Dec 2002
75901,9 May 1994
75901,2 Oct 1995
75901,1 Jul 1998
75901,31 Jul 1998
75902,18 Sep 2001
75902,22 Jan 2002
75902,28 May 2002
75902,9 Oct 2002
75902,30 Oct 2002
75902,7 Aug 2003
75902,18 Jan 2005
75902,20 May 2005
75902,17 Oct 2005
75903,1 Feb 1990
75904,9 Mar 1990
75904,17 Sep 1993
75904,29 Jun 1994
75904,15 Nov 1994
75904,30 May 1995
75904,17 Nov 1995
75905,21 Dec 1999
75905,11 Jul 2005
75905,11 Jul 2005
75906,1 May 1990
75906,4 Oct 1990
75906,5 Oct 1992
75906,17 Jun 1994
75906,8 Nov 1994
75906,26 Sep 1995
75906,8 Oct 1996
75906,1 Apr 1998
75906,3 Apr 1998
75907,4 Oct 1990
75907,24 Jun 1991
75907,24 Jun 1991
75907,7 May 1992
75907,28 Aug 1992
75912,12 May 1994
75912,1 Mar 1995
75912,30 May 1995
75912,11 Jul 1996
75912,11 Sep 1997
75912,4 Nov 1997
75912,10 Sep 1998
75912,10 Sep 1998
75912,9 Mar 1999
75912,7 Apr 2004
75912,6 Jun 2005
75912,6 Jul 2005
75913,15 Apr 1997
75913,4 Jun 1997
75915,18 Oct 1991
75918,15 Jan 1990
75918,24 Aug 1990
75919,7 Nov 1983
75923,6 Jun 1989
75925,27 Oct 1993
75925,29 Sep 1994
75925,28 Jun 1995
75925,29 Nov 1995
75925,30 Nov 1995
75925,18 Dec 1996
75925,26 Nov 1997
75925,17 Aug 1998
75925,1 Sep 1998
75925,10 Feb 1999
75925,21 Sep 1999
75925,5 Jul 2001
75925,17 Dec 2002
75925,21 May 2003
75925,5 Jun 2004
75925,28 Jan 2005
75925,30 Jun 2005
75926,10 Oct 1995
75926,25 Apr 1996
75926,30 Dec 1997
75926,17 Sep 1998
75928,9 Oct 1996
75928,18 Jul 2001
75929,19 Jul 1990
75929,21 Sep 1990
75929,29 Jan 1991
75929,7 Mar 1991
75929,13 May 1991
75929,25 Jul 1991
75929,5 Aug 1991
75929,19 Dec 1991
75929,14 Jan 1992
75929,17 Jul 1992
75929,19 Aug 1992
75929,24 Nov 1992
75929,18 Dec 1992
75929,28 Dec 1992
75929,31 Aug 1993
75929,6 Jun 1994
75929,9 Apr 1998
75930,5 Jul 1996
75930,21 Apr 1997
75930,29 Apr 1998
75930,8 Jan 1999
75930,31 Jan 2005
75930,30 Dec 2005
75931,15 Nov 1990
75933,26 Jun 1991
75933,22 Jul 1991
75933,13 Aug 1991
75933,11 Jun 1992
75933,19 Oct 1992
75933,4 Jan 1993
75933,8 Jun 1994
75937,2 Mar 1995
75937,28 Apr 1999
75937,22 Feb 2001
75937,26 Feb 2001
75937,8 Oct 2003
75939,8 Jan 1993
75939,26 Nov 1997
75940,7 Jan 1993
75943,12 Nov 1982
75943,29 Aug 1984
75943,22 Mar 2003
75943,6 Aug 2003
75945,26 Apr 1990
75945,6 Dec 1990
75945,24 Apr 1992
75945,7 May 1992
75945,1 Aug 1992
75945,31 Jan 1994
75945,25 Jan 1996
75945,23 Sep 1997
75946,11 Oct 1984
75946,12 Jan 1988
75946,15 Mar 1989
75946,15 Mar 1989
75946,18 Dec 1989
75950,18 Sep 1990
75950,17 Sep 1993
75950,18 Sep 1996
75951,1 Mar 1999
75953,1 May 1990
75953,15 Oct 1990
75954,17 Sep 1990
75954,26 Nov 1990
75954,27 Dec 1990
75954,27 Dec 1990
75954,5 Feb 1992
75954,25 Mar 1992
75954,22 Sep 1992
75954,5 Jan 1993
75954,4 Feb 1993
75954,12 Apr 1993
75954,29 Apr 1993
75954,3 Dec 1993
75954,7 Mar 1994
75954,29 Mar 1994
75954,29 Mar 1995
75954,7 Apr 1995
75961,31 Aug 1988
75961,4 May 1989
75961,29 Jun 1989
75961,31 Oct 1989
75961,31 Oct 1989
75961,10 Jan 1990
75961,17 Apr 1990
75961,17 Apr 1990
75961,18 Apr 1990
75961,20 Jul 1990
75961,16 Aug 1990
75961,21 Sep 1990
75961,12 Mar 1992
75961,3 Jun 1992
75961,13 Jul 1992
75964,16 Aug 1991
75967,14 Mar 2000
75967,20 Apr 2000
75967,25 Apr 2003
75968,3 Jan 1990
75968,27 Aug 1991
75968,8 Aug 1996
75968,7 Dec 1999
75970,26 Dec 1984
75971,19 Mar 1991
75971,19 Jan 1993
75971,7 Jun 1993
75971,21 Dec 1993
75971,14 Jun 1995
75971,26 Feb 1997
75971,25 Nov 1997
75971,11 Dec 1997
75972,6 Aug 1990
75972,15 Feb 1991
75972,14 Mar 1991
75972,12 Dec 1991
75972,7 May 1993
75974,29 Nov 1993
75974,16 Aug 1996
75975,27 Sep 1990
75975,30 May 1991
75975,27 Jun 1991
75976,22 Feb 1991
75976,22 Jul 1992
75976,27 Jan 1993
75976,21 Oct 1993
75976,2 Jun 1994
75976,15 Jun 1995
75976,4 Jun 1997
75976,18 Jun 1997
75976,10 Dec 1997
75976,13 Aug 1998
75976,17 Feb 2000
75976,10 May 2000
75976,27 Jul 2000
75976,10 Jun 2001
75976,29 Jun 2001
75976,24 Nov 2003
75976,24 Nov 2003
75976,4 May 2005
75985,23 May 1990
75986,24 Mar 1986
75986,28 Oct 1987
75986,1 Mar 1990
75986,12 Aug 1991
75986,7 Apr 1992
75986,8 Jun 1992
75986,21 Dec 1993
75986,31 Jan 1994
75986,21 Dec 1994
75986,13 Jun 1996
75986,22 Aug 1997
75986,5 Mar 1998
75986,31 Mar 1998
75988,17 Jun 1991
75989,30 Sep 1992
75989,25 Mar 1993
75996,15 May 1990
75998,8 Mar 1999
75998,4 Jan 2000
75998,24 Jan 2001
76003,7 Aug 1995
76003,18 Jan 2000
76003,11 Feb 2000
76003,23 Feb 2000
76003,29 May 2001
76003,12 Jul 2001
76005,13 May 1998
76005,26 Aug 1998
76007,9 Feb 1990
76008,30 May 1991
76008,27 Dec 1993
76008,3 Jun 1996
76008,4 Jun 1996
76008,18 Mar 1997
76008,21 Nov 1997
76011,10 Sep 1992
76011,24 Aug 1995
76011,29 Aug 1995
76011,17 Jan 1996
76011,17 Jan 1996
76011,23 Apr 1997
76011,19 Jun 1997
76011,13 Aug 1997
76012,5 Sep 1990
76013,22 Jul 1993
76013,21 Jan 1994
76013,26 Aug 1994
76013,12 Oct 1994
76013,13 Feb 1995
76013,4 May 1995
76013,4 May 1995
76013,3 Jan 1996
76013,22 Jan 1996
76013,25 Apr 1996
76013,29 Jul 1999
76013,19 Oct 2005
76014,2 Jun 1982
76014,27 May 1983
76014,19 Apr 1984
76014,30 Nov 1984
76015,13 Nov 2003
76015,30 Apr 2004
76016,23 May 1997
76016,23 May 1997
76016,23 May 1997
76016,23 May 1997
76016,12 Dec 1997
76016,12 Dec 1997
76016,12 Dec 1997
76016,30 Jan 1998
76016,25 Mar 1998
76016,25 Mar 1998
76016,17 Jun 1998
76016,23 Jun 1998
76016,13 Jul 1998
76016,17 Jul 1998
76016,5 Aug 1998
76016,15 Oct 1998
76016,21 Jan 1999
76016,3 Mar 1999
76016,22 Mar 1999
76016,24 May 1999
76016,2 Jun 1999
76016,21 Jun 1999
76016,19 Jul 1999
76016,19 Jul 1999
76016,28 Sep 1999
76016,29 Sep 1999
76017,1 Oct 1993
76017,13 Apr 1994
76017,13 Oct 1994
76018,29 May 1997
76019,6 Jun 1990
76020,21 Oct 1992
76020,15 Jun 1994
76020,12 May 1999
76021,5 Nov 1990
76021,3 Dec 1990
76021,28 Jun 1991
76022,21 Oct 1987
76022,14 Dec 1989
76022,3 Dec 1990
76022,12 Dec 1991
76022,2 Mar 1992
76022,11 Dec 1992
76022,16 Dec 1994
76022,1 Dec 1995
76022,24 Sep 1996
76023,30 Sep 2002
76024,25 Mar 1992
76024,2 Sep 1992
76024,3 Dec 1993
76024,21 Aug 1998
76024,1 Dec 1998
76025,17 Apr 1990
76025,20 Sep 1990
76025,18 Dec 1991
76025,15 Jan 1992
76025,8 Apr 1992
76025,8 Mar 1993
76025,12 Dec 1994
76025,10 Oct 1995
76025,13 Jan 1997
76025,26 Mar 1997
76025,8 Apr 1997
76025,7 Aug 1997
76025,28 Oct 1997
76025,5 Feb 1998
76025,8 May 1998
76025,19 May 1998
76025,17 Jun 1999
76026,3 Jun 1991
76026,20 Dec 1991
76027,20 Jun 1990
76027,29 Jul 1994
76027,22 Aug 1995
76027,30 Aug 1995
76027,9 Apr 1999
76036,25 Jan 1989
76036,28 Aug 1989
76036,28 Aug 1989
76036,11 Jan 1990
76037,9 Sep 1991
76037,6 Jul 1992
76037,15 Sep 1993
76037,6 Sep 1999
76037,2 Dec 1999
76037,16 Nov 2001
76037,19 Aug 2003
76037,1 Dec 2003
76037,14 Jan 2004
76037,13 Apr 2005
76040,30 Jul 1997
76041,25 Feb 1999
76041,9 Aug 1999
76041,20 Sep 1999
76041,27 Sep 1999
76041,6 Oct 1999
76041,1 Dec 1999
76045,24 Aug 1995
76048,25 Oct 1990
76048,4 Jan 1991
76048,14 Sep 1992
76050,25 Mar 1999
76050,15 Mar 2000
76055,9 Aug 1993
76055,7 Jul 1994
76055,26 Jul 1994
76055,12 Jun 1995
76055,17 Mar 1997
76055,16 Jul 1998
76055,5 Aug 1999
76055,27 Aug 1999
76055,21 Oct 1999
76056,7 Sep 1990
76056,11 Aug 1992
76056,26 Jul 1993
76056,26 Jul 1993
76056,9 Sep 1993
76056,14 Sep 1993
76056,2 May 1996
76059,18 Jun 1990
76059,27 Sep 1990
76060,1 Jul 1991
76060,18 Feb 1992
76060,20 Mar 1992
76060,22 Feb 1993
76060,25 Nov 1998
76060,1 Mar 2001
76060,26 Jun 2001
76060,30 Apr 2004
76061,1 Mar 1990
76061,25 Nov 1998
76062,13 Sep 1990
76062,30 Aug 1993
76063,4 Aug 1998
76064,26 Dec 1990
76067,26 Feb 1990
76067,21 Aug 1992
76067,25 Aug 1998
76070,7 Jun 1991
76070,24 Apr 1995
76070,18 Jul 1996
76072,14 Jun 1990
76072,12 Mar 1991
76072,1 May 1991
76072,23 Nov 1992
76072,13 Jan 1993
76072,16 Apr 1993
76074,7 Jan 1994
76074,18 Apr 1994
76074,12 Jan 1995
76074,11 Mar 1996
76075,24 May 1993
76075,5 Jul 1994
76075,13 Jul 1994
76075,15 Nov 1994
76075,16 Feb 1995
76075,1 Jun 1995
76075,26 Feb 1996
76075,20 May 1998
76075,20 Nov 1998
76076,21 Sep 1993
76076,16 Dec 1993
76076,12 Jul 1994
76076,18 Aug 1994
76076,24 Oct 1994
76076,8 Dec 1994
76076,23 Jan 1995
76076,10 Aug 1995
76076,6 Sep 1995
76076,27 Sep 1995
76076,27 Oct 1995
76076,1 Dec 1995
76076,12 Jan 1996
76076,24 Jan 1996
76076,22 Apr 1996
76076,1 May 1996
76076,22 Jul 1996
76076,6 Aug 1996
76076,15 Aug 1996
76076,29 Aug 1996
76076,3 Sep 1996
76076,14 Oct 1996
76076,13 Dec 1996
76076,13 Dec 1996
76076,3 Mar 1997
76076,12 Mar 1997
76076,26 Mar 1997
76076,21 May 1997
76076,24 Jun 1997
76076,24 Jun 1997
76076,28 Jul 1997
76076,22 Dec 1997
76076,18 Feb 1998
76076,10 Mar 1998
76076,11 Mar 1998
76076,1 Jul 1998
76076,27 Jul 1998
76076,21 Aug 1998
76076,15 Sep 1998
76076,14 Oct 1998
76076,2 Dec 1998
76076,7 Apr 1999
76076,7 Apr 1999
76076,13 Apr 1999
76076,28 Apr 1999
76076,12 May 1999
76076,17 Jun 1999
76076,29 Jun 1999
76076,9 Aug 1999
76076,18 Aug 1999
76076,26 Aug 1999
76076,26 Aug 1999
76076,31 Aug 1999
76076,22 Sep 1999
76076,26 Oct 1999
76076,9 Nov 1999
76076,11 Nov 1999
76076,16 Dec 1999
76076,17 Dec 1999
76076,19 Jan 2000
76076,19 Jan 2000
76076,16 Feb 2000
76076,16 Mar 2000
76076,16 Mar 2000
76076,29 Mar 2000
76076,18 Apr 2000
76076,5 May 2000
76076,7 Jul 2000
76076,17 Jul 2000
76076,25 Jul 2000
76076,27 Jul 2000
76076,1 Aug 2000
76076,18 Sep 2000
76076,28 Sep 2000
76076,28 Sep 2000
76076,20 Oct 2000
76076,10 Nov 2000
76076,10 Nov 2000
76076,15 Nov 2000
76076,14 Dec 2000
76076,23 Jan 2001
76076,13 Mar 2001
76076,11 Jul 2001
76076,27 Jul 2001
76076,13 Sep 2001
76076,1 May 2002
76076,1 May 2002
76076,25 Jul 2002
76076,19 Aug 2002
76076,22 Oct 2002
76076,24 Jan 2003
76076,18 Mar 2003
76076,19 Mar 2003
76076,20 Mar 2003
76076,23 Sep 2003
76076,12 Nov 2003
76076,12 Mar 2004
76076,22 Mar 2004
76076,13 May 2004
76076,17 Jun 2004
76076,29 Jun 2004
76076,23 Aug 2004
76076,9 Sep 2004
76076,13 Sep 2004
76076,21 Oct 2004
76076,17 Nov 2004
76076,9 Dec 2004
76076,20 Dec 2004
76076,12 Jan 2005
76076,14 Apr 2005
76076,26 Apr 2005
76076,23 May 2005
76076,26 May 2005
76076,14 Jun 2005
76076,27 Jun 2005
76076,26 Jul 2005
76076,30 Sep 2005
76076,18 Nov 2005
76076,29 Nov 2005
76078,18 Oct 1993
76078,25 Feb 1994
76078,17 Jan 1996
76078,20 Feb 1996
76079,23 Apr 1990
76079,15 May 1990
76079,12 Mar 1991
76079,7 Oct 1991
76079,4 Jan 1993
76081,19 Nov 1984
76081,9 Aug 1988
76081,12 Sep 1989
76081,24 May 1991
76081,29 Aug 1991
76081,2 Apr 1992
76081,2 Feb 1995
76081,3 Feb 1995
76081,11 Apr 1995
76081,16 Oct 1996
76081,5 Jun 1997
76081,7 Jan 1998
76081,15 Dec 1998
76081,19 Mar 2000
76081,2 Mar 2001
76081,31 Oct 2001
76081,19 Aug 2003
76081,1 Nov 2004
76081,27 May 2005
76082,1 Mar 1989
76082,2 Jul 1992
76082,9 Feb 1993
76082,12 Feb 1993
76082,11 May 1993
76082,23 Nov 1993
76082,25 Feb 1994
76082,10 Sep 1996
76082,28 Jul 1997
76082,13 Aug 1998
76082,14 Dec 1998
76082,21 Jun 2001
76084,20 Apr 1990
76084,19 Sep 1995
76085,5 Jan 1990
76085,23 May 1991
76085,6 Feb 1992
76085,4 May 1993
76085,13 Jan 1995
76085,14 Jul 1995
76085,11 Oct 1996
76085,2 Apr 1997
76085,16 Sep 1998
76085,16 Sep 1998
76085,30 Aug 1999
76085,19 Oct 1999
76085,9 Nov 1999
76085,14 Jun 2001
76085,21 Mar 2002
76085,15 Apr 2002
76085,28 Apr 2005
76088,16 Oct 1998
76088,10 Sep 2001
76088,9 Jan 2002
76088,30 Mar 2004
76088,31 Mar 2005
76088,1 Apr 2005
76088,15 Jul 2005
76090,21 Dec 1995
76090,28 Oct 1996
76090,19 Dec 1997
76090,30 Jun 1998
76090,10 Aug 1998
76090,23 Dec 1998
76090,18 Jun 1999
76090,2 Aug 1999
76090,16 Aug 1999
76090,6 Apr 2000
76090,24 Apr 2001
76090,27 Jul 2001
76090,31 Jul 2002
76090,29 Aug 2002
76090,11 Sep 2003
76090,12 Jan 2004
76090,23 Jun 2004
76090,15 Jul 2004
76090,19 Aug 2005
76091,11 Feb 1993
76091,31 May 1993
76091,22 Jun 1993
76091,28 Jul 1993
76091,2 Sep 1993
76091,1 Aug 1996
76091,8 Oct 1997
76091,22 Feb 1999
76091,7 Jun 1999
76091,9 Sep 1999
76091,15 Nov 1999
76091,1 Dec 1999
76091,16 Mar 2000
76091,12 May 2003
76091,16 Dec 2005
76094,4 Apr 1991
76094,29 Nov 1991
76094,12 Feb 1993
76094,23 Jun 1993
76094,12 Oct 1994
76094,26 Jan 1995
76095,25 Jan 1995
76095,19 Jul 1996
76095,9 Sep 1998
76095,29 Apr 1999
76095,15 Aug 2000
76095,22 Jun 2005
76096,12 Jul 1991
76096,24 Sep 1992
76096,14 Apr 1994
76096,27 Jul 1994
76096,5 Jan 1996
76096,29 Jul 1996
76096,17 Sep 1996
76096,23 Apr 1997
76096,30 Sep 1998
76096,15 Jul 1999
76097,1 Aug 1990
76097,15 May 1992
76097,15 Jun 1992
76098,20 Feb 1998
76099,27 Feb 1992
76099,5 Oct 1995
76099,30 Jun 1998
76099,30 Sep 1998
76099,11 Nov 1998
76099,30 Jan 1999
76100,3 Oct 2000
76100,10 Feb 2004
76100,30 Mar 2004
76101,28 Nov 2000
76101,12 Dec 2000
76101,26 Mar 2001
76101,22 May 2001
76101,2 Jan 2002
76101,3 Jul 2002
76101,4 Sep 2003
76105,27 Aug 1990
76105,27 Sep 1991
76105,24 Mar 1992
76105,24 Mar 1993
76105,4 May 1993
76105,8 Feb 1994
76106,24 Aug 1990
76106,24 Aug 1990
76106,24 Mar 1993
76106,27 Jul 1994
76106,7 Dec 1994
76106,18 Sep 1995
76106,23 Dec 1996
76110,11 Jul 1996
76110,15 Jan 1998
76110,25 Feb 1998
76110,21 Jul 1998
76110,22 Dec 1998
76110,20 Jan 1999
76110,29 Apr 2002
76110,4 Jun 2002
76110,9 Oct 2003
76110,9 Mar 2005
76110,19 Sep 2005
76110,15 Dec 2005
76111,8 Aug 1990
76111,7 Dec 1990
76111,19 May 1992
76111,1 Jul 1992
76111,6 Oct 1993
76111,23 Oct 1995
76111,17 Nov 1998
76111,10 Sep 1999
76111,5 Nov 1999
76111,15 Aug 2000
76111,16 Nov 2000
76115,26 Mar 1999
76122,19 Jul 1999
76123,12 Aug 1998
76123,28 Sep 1998
76123,14 Nov 1998
76123,14 Jan 1999
76123,23 Feb 2000
76123,15 May 2001
76123,24 May 2002
76123,10 Feb 2004
76125,18 Oct 1996
76127,23 Aug 1991
76127,29 Sep 1992
76127,8 Nov 1995
76127,3 Oct 1996
76127,25 Aug 1997
76127,3 Aug 1998
76127,17 Feb 2000
76127,22 Jul 2002
76127,15 Jan 2004
76127,22 Jun 2004
76127,17 Aug 2004
76128,9 Apr 1993
76128,2 May 1994
76128,1 Sep 1994
76128,2 Feb 1996
76128,14 Nov 1997
76128,18 Feb 2000
76128,30 Nov 2000
76129,3 Feb 1987
76129,24 Jul 1987
76129,6 Oct 1989
76129,9 Apr 1990
76129,21 Jan 1991
76129,22 Dec 1992
76129,16 Dec 1993
76129,19 Jan 1994
76129,2 May 1994
76129,20 Jan 1995
76129,22 Mar 1995
76129,27 Jul 1995
76129,4 Mar 1996
76129,25 Mar 1996
76129,7 Oct 1996
76129,9 Oct 1996
76129,26 Feb 1997
76129,11 Nov 1998
76129,2 Dec 1998
76129,20 Jan 1999
76129,23 Feb 1999
76129,23 Mar 1999
76129,22 Jun 1999
76129,20 Dec 1999
76129,20 Mar 2000
76129,8 May 2000
76129,10 May 2000
76129,27 Jun 2000
76129,7 Aug 2000
76129,24 Oct 2000
76129,15 Nov 2000
76129,10 Oct 2002
76129,13 Dec 2004
76131,5 Nov 1991
76131,2 Dec 1991
76131,19 Oct 1993
76131,8 Aug 1994
76131,11 Sep 1995
76131,16 Oct 1995
76131,9 Jan 1996
76131,2 Feb 1996
76131,22 Feb 1996
76131,23 Aug 1996
76131,6 Sep 1996
76131,14 Jan 1997
76131,8 May 1997
76131,29 Oct 1997
76131,23 Jul 1998
76131,29 Oct 1998
76131,23 Dec 1998
76132,7 Nov 1990
76132,4 Mar 1991
76132,4 Mar 1991
76132,30 Apr 1991
76133,10 Sep 1993
76133,12 Oct 1994
76133,28 Apr 1997
76133,14 Jul 1997
76133,28 Aug 1997
76133,24 Sep 1997
76133,15 Oct 1997
76133,11 Feb 1998
76134,2 Jul 1990
76134,9 Jan 1991
76134,20 Aug 1991
76134,30 Sep 1991
76134,9 Apr 1992
76134,3 Aug 1992
76134,19 Oct 1992
76134,1 Jun 1993
76134,11 Oct 1994
76134,17 Nov 1994
76134,9 May 1995
76134,30 Oct 1995
76134,9 Jul 1996
76134,19 Aug 1996
76134,5 Dec 1996
76135,3 Feb 1992
76135,6 May 1992
76135,9 Dec 1994
76135,28 Feb 1995
76135,4 Sep 1996
76135,30 Dec 1996
76135,30 Dec 1996
76135,18 Mar 1999
76135,10 Dec 1999
76135,2 Nov 2000
76135,21 May 2001
76136,8 Aug 1990
76136,12 Aug 1994
76136,17 Feb 1995
76136,19 Jun 1995
76136,31 Jul 1996
76136,5 Nov 1996
76136,7 May 1997
76136,13 Jul 1998
76136,28 Oct 1998
76136,3 Feb 1999
76136,11 Feb 1999
76138,23 Jun 1993
76138,23 Jul 1993
76138,21 Sep 1993
76138,14 Dec 1995
76138,31 Mar 1998
76138,13 Apr 1998
76138,6 Jul 1998
76138,21 Jul 1998
76138,4 Sep 1998
76138,5 Oct 1998
76138,10 Aug 2001
76139,17 Sep 1993
76139,1 Jun 1994
76139,28 Nov 1994
76139,14 Jul 1997
76139,2 Dec 1997
76139,9 Oct 1998
76139,8 Dec 1998
76141,12 Feb 1991
76141,13 Sep 1991
76141,20 Jan 1993
76142,30 May 1989
76142,30 May 1989
76142,11 Jan 1993
76142,28 Jan 1993
76142,22 Apr 1993
76142,8 Feb 1994
76142,27 May 1994
76142,31 Jan 1995
76142,21 Aug 1995
76142,28 Aug 1995
76142,31 Oct 1995
76142,26 Feb 1996
76142,25 Jul 1996
76142,22 Oct 1996
76146,8 May 1990
76146,29 May 1990
76146,24 Nov 1992
76146,12 May 1994
76146,13 Jul 1998
76146,13 Jul 1998
76146,12 Aug 1998
76146,4 Nov 1998
76146,24 Nov 1998
76146,7 Dec 1998
76146,14 Dec 1998
76146,15 Dec 1998
76148,9 Jul 1998
76148,8 Nov 1999
76149,11 Jan 1984
76149,10 Apr 1984
76149,19 Sep 1988
76149,11 Jan 1995
76149,25 Jan 1995
76149,6 Feb 1995
76149,20 Oct 1995
76149,30 Oct 1996
76149,2 Dec 1996
76149,16 Dec 1996
76149,6 Aug 1998
76149,13 Oct 1998
76149,23 Jul 1999
76149,6 Oct 1999
76149,28 Mar 2000
76149,18 Apr 2000
76149,5 Dec 2000
76149,28 Feb 2001
76150,5 May 1992
76157,28 Jun 1990
76157,10 Feb 1992
76158,17 Oct 1990
76158,12 Dec 1991
76158,30 Nov 1992
76158,9 Aug 1993
76158,16 Dec 1993
76158,16 Dec 1993
76158,8 Sep 1994
76158,8 Sep 1994
76158,8 Sep 1994
76158,28 May 1996
76158,23 Sep 1996
76158,17 Oct 1996
76158,13 Mar 1997
76158,7 May 1997
76158,28 May 1998
76162,4 Sep 1990
76162,30 Oct 1990
76162,14 Dec 1990
76162,1 Apr 1991
76162,17 May 1991
76162,17 May 1991
76162,18 Jun 1991
76162,27 Sep 1991
76162,6 Feb 1995
76162,31 May 1995
76162,4 Dec 1995
76165,1 Feb 2000
76165,14 Aug 2000
76166,12 Oct 1992
76166,18 Oct 1999
76166,13 Dec 1999
76168,30 Aug 1990
76168,6 Dec 1990
76168,30 Apr 1991
76168,16 Jan 1992
76168,30 Apr 1992
76170,20 Aug 1990
76170,22 Aug 1990
76170,1 Mar 1991
76170,1 Mar 1991
76170,25 May 1993
76171,6 Jun 2002
76171,16 Oct 2002
76171,29 Apr 2003
76171,13 Feb 2004
76171,13 Oct 2004
76171,13 Oct 2005
76171,20 Dec 2005
76172,31 Jan 1992
76172,20 Mar 1992
76173,29 Jun 1990
76173,31 May 1991
76173,31 May 1991
76173,29 Aug 1991
76173,2 Dec 1991
76173,13 Feb 1992
76173,2 Jun 1995
76174,20 Feb 1996
76175,6 Jul 1990
76175,3 Sep 1990
76175,28 Jan 1991
76175,30 Sep 1991
76175,27 Jan 1992
76175,3 Mar 1992
76175,26 Mar 1992
76175,29 Dec 1992
76175,9 Sep 1993
76175,27 Sep 1993
76175,30 Sep 1993
76176,28 Jun 1991
76177,11 May 1994
76177,25 Oct 1995
76177,29 Feb 1996
76177,26 Feb 1998
76177,3 Aug 1998
76177,24 Aug 1999
76177,11 May 2000
76177,14 Sep 2001
76177,5 Aug 2003
76178,14 Mar 1996
76181,22 Oct 1990
