date,year,month,vw_ret,ew_ret,sp500_ret,sp500index,time,date2
Mar 2019,2019,3,.01296229,-.00390779,.01792429,2834.4,1119,21637
Apr 2019,2019,4,.03789327,.02035465,.03931344,2945.83,1120,21669
May 2019,2019,5,-.06167856,-.06457144,-.06577773,2752.06,1121,21700
Jun 2019,2019,6,.06727886,.04900182,.06893019,2941.76,1122,21728
Jul 2019,2019,7,.01185439,-.00524487,.01312819,2980.38,1123,21761
Aug 2019,2019,8,-.02033936,-.04000117,-.01809165,2926.46,1124,21791
Sep 2019,2019,9,.01603304,.0176807,.01718117,2976.74,1125,21822
Oct 2019,2019,10,.01925709,.00629079,.02043175,3037.56,1126,21853
Nov 2019,2019,11,.03499901,.02660081,.03404706,3140.98,1127,21882
Dec 2019,2019,12,.02848878,.04437933,.0285898,3230.78,1128,21914
Jan 2020,2020,1,-.00172785,-.01333364,-.00162809,3225.52,1129,21945
Feb 2020,2020,2,-.07791799,-.06981447,-.08411047,2954.22,1130,21973
Mar 2020,2020,3,-.1417327,-.2075027,-.1251193,2584.59,1131,22005
Apr 2020,2020,4,.1296738,.1538675,.1268441,2912.43,1132,22035
May 2020,2020,5,.05373875,.0640695,.04528178,3044.31,1133,22064
Jun 2020,2020,6,.02529909,.057391,.0183884,3100.29,1134,22096
Jul 2020,2020,7,.05553149,.04073652,.0551013,3271.12,1135,22127
Aug 2020,2020,8,.0684422,.03888379,.07006469,3500.31,1136,22158
Sep 2020,2020,9,-.03505599,-.02735648,-.03922796,3363,1137,22188
Oct 2020,2020,10,-.02017831,.00058398,-.02766578,3269.96,1138,22218
Nov 2020,2020,11,.123707,.1744121,.1075457,3621.63,1139,22249
Dec 2020,2020,12,.0450483,.07285289,.03712141,3756.07,1140,22280
Jan 2021,2021,1,-.00063113,.07319181,-.01113664,3714.24,1141,22309
Feb 2021,2021,2,.02919625,.06752776,.02609148,3811.15,1142,22337
Mar 2021,2021,3,.0305733,.01244888,.04243863,3972.89,1143,22370
Apr 2021,2021,4,.04819019,.01661203,.05242531,4181.17,1144,22400
May 2021,2021,5,.00709186,.01317869,.0054865,4204.11,1145,22428
Jun 2021,2021,6,.0234218,.0214816,.02221398,4297.5,1146,22461
Jul 2021,2021,7,.0118278,-.03364395,.02274811,4395.26,1147,22491
Aug 2021,2021,8,.02714637,.0188918,.02899032,4522.68,1148,22523
Sep 2021,2021,9,-.0422434,-.02847201,-.04756914,4307.54,1149,22553
Oct 2021,2021,10,.06465051,.02655724,.06914388,4605.38,1150,22582
Nov 2021,2021,11,-.01835049,-.04654037,-.00833373,4567,1151,22614
Dec 2021,2021,12,.03334125,-.00175968,.04361288,4766.18,1152,22645
Jan 2022,2022,1,-.05982242,-.06819115,-.05258509,4515.55,1153,22676
Feb 2022,2022,2,-.02183773,-.00741152,-.03136052,4373.94,1154,22704
Mar 2022,2022,3,.03050574,.01543767,.03577324,4530.41,1155,22735
Apr 2022,2022,4,-.08938707,-.0896416,-.08795672,4131.93,1156,22764
May 2022,2022,5,-.00210772,-.01610265,.00005324,4132.15,1157,22796
Jun 2022,2022,6,-.08400024,-.06879674,-.08391999,3785.38,1158,22826
Jul 2022,2022,7,.09035182,.06535959,.09111635,4130.29,1159,22855
Aug 2022,2022,8,-.03623969,-.01155612,-.04244012,3955,1160,22888
Sep 2022,2022,9,-.09132425,-.09990253,-.0933957,3585.62,1161,22918
Oct 2022,2022,10,.07740284,.04986251,.07986345,3871.98,1162,22949
Nov 2022,2022,11,.05236533,.02812258,.05375286,4080.11,1163,22979
Dec 2022,2022,12,-.05711557,-.04724139,-.05897145,3839.5,1164,23009
